English,Polish
machines,maszyny
smaller,mniejszy
determined,ustalona
blown,nadêty
hail,grad
unhappy,nieszczêœliwy
booth,budka
pour,wlaæ
berlin,berlin
cleared,wyczyszczone
packed,zapakowane
wrap,zawin¹æ
randy,krzykliwy
behalf,w imieniu
reasonable,rozs¹dny
trunk,pieñ
homes,domy
festival,festiwal
tradition,tradycja
cigarettes,papierosy
le,le
beside,obok
harvey,harvey
motive,motyw
beings,istoty
bishop,biskup
dealer,kupiec
defendant,pozwany
backup,utworzyæ kopiê zapasow¹
wounds,rany
ouch,auæ
ann,ann
nearby,w pobli¿u
drank,pi³
effects,efekty
jonathan,jonathan
dennis,dennis
benefit,korzyœæ
adventure,przygoda
p,p
territory,terytorium
ve,ve
apology,przeprosiny
dylan,dylan
unlike,w odró¿nieniu
owns,jest w³aœcicielem
boxes,pud³a
thus,zatem
clay,glina
developed,rozwiniêty
busted,zatrzymany
pipe,rura
gray,szary
no.,nie.
goods,dobra
favourite,ulubiony
salad,sa³atka
loyal,wierny
atmosphere,atmosfera
eva,eva
freaking,cholernie
dropping,rzut
strangers,nieznajomi
mouse,mysz
downtown,œródmieœcie
francisco,francisco
heroes,bohaterowie
pit,dó³
rotten,zgni³y
paradise,raj
meantime,w miêdzyczasie
jess,pêto
organization,organizacja
hills,wzgórza
exam,egzamin
cock,kogut
fairy,wró¿ka
earl,hrabia
comment,komentarz
activity,dzia³alnoœæ
frame,rama
knight,rycerz
testing,testowanie
habit,nawyk
shelter,schron
flow,p³yw
jennifer,jennifer
holes,dziury
prevent,zapobiegaæ
anthony,anthony
lend,po¿yczaæ
cooper,bednarz
figures,figury
boston,boston
sample,próbka
strip,rozebraæ siê
landed,wyl¹dowa³
buzzing,brzêczenie
monk,mnich
slightly,nieznacznie
produce,produkowaæ
annoying,irytuj¹cy
judgment,os¹d
laundry,pranie
ron,ron
lousy,parszywy
souls,dusze
existence,istnienie
belly,brzuch
tries,próbuje
foster,pielêgnowaæ
returning,powracaj¹cy
answered,odpowiedzia³
ward,oddzia³
plants,roœliny
actress,aktorka
chairman,przewodnicz¹cy
individual,indywidualny
hopes,nadzieje
tattoo,tatua¿
fence,ogrodzenie
sink,zlew
punk,punk
confident,pewny siebie
yay,yay
mistaken,b³êdny
limit,limit
bothering,niepokoj¹ce
st,st
uncomfortable,niewygodny
wednesday,œroda
gifts,prezenty
policeman,policjant
na,na
precisely,dok³adnie
lawyers,prawnicy
greek,grecki
merely,zaledwie
criminals,przestêpcy
underwear,bielizna
hoped,mia³ nadziejê
earned,zarobiony
reveal,ujawniæ
appeared,pojawi³ siê
derek,derek
heavens,niebiosa
personality,osobowoœæ
batman,ordynans
virginia,virginia
wives,¿ony
colour,kolor
worker,pracownik
pope,papie¿
instructions,instrukcje
intelligent,inteligentny
worrying,niepokoj¹cy
vince,vince
comin,comin
cried,p³aka³
traveling,podró¿ny
bells,dzwony
x,x
impact,uderzenie
robbed,okradzi³
relief,ulga
host,gospodarz
footage,materia³ filmowy
odds,szanse
patrol,patrol
circus,cyrk
mud,b³oto
captured,schwytany
lessons,lekcje
occasion,okazja
sets,zestawy
pulse,puls
ad,og³oszenie
invented,wynaleziony
diamonds,diamenty
matthew,mateusz
auntie,ciocia
cloud,chmura
francis,francis
angels,anio³owie
hers,jej
classes,zajêcia
mm-hm,mm-hm
signature,podpis
complain,skar¿yæ siê
blah,bla
monitor,monitor
options,opcje
claims,roszczenia
flies,muchy
pat,poklepaæ
britain,brytania
hid,ukryæ
wailing,zawodzenie
listened,s³ucha³em
countries,kraje
vic,vic
yell,krzyk
rats,szczury
wondered,zastanawia³ siê
smooth,g³adki
resist,oprzeæ siê
companies,firmy
fantasy,fantazja
passport,paszport
pitch,poziom
hammer,m³ot
homicide,zabójstwo
casey,casey
holds,trzyma
flew,lata³
jacob,jakub
noon,po³udnie
helicopter,œmig³owiec
dishes,dania
spin,obracaæ
charm,czar
slap,policzkowaæ
apply,stosowaæ
fools,g³upcy
screeching,pisk
discover,odkryæ
previous,poprzedni
kit,zestaw
authorities,w³adze
moaning,beczenie
photograph,fotografia
sales,sprzeda¿
fifty,piêædziesi¹t
mickey,mickey
beneath,pod
farewell,po¿egnanie
clouds,chmury
slipped,poœlizgn¹³
represent,przedstawiaæ
deaf,g³uchy
facing,ok³adzina
offense,wykroczenie
citizen,obywatel
clown,b³azen
snap,pstrykn¹æ
messing,ba³agan
hood,kaptur
twelve,dwanaœcie
interests,zainteresowania
cheated,oszukany
liz,liz
informed,powiadomiony
humanity,ludzkoœæ
producer,producent
technically,technicznie
accounts,konta
extreme,skrajny
gettin,gettin
cia,cia
ii,ii
pays,p³aci
profile,profil
oxygen,tlen
jeez,jezu
gene,gen
shed,szopa
minor,drobny
ex,by³y
theatre,teatr
scientific,naukowy
lovers,zakochani
chaos,chaos
l.a.,la.
rocket,rakieta
math,matematyka
stubborn,uparty
august,sierpieñ
oi,oi
chips,frytki
intense,intensywny
grey,szary
talkin,talkin
terrorist,terrorysta
angle,k¹t
invitation,zaproszenie
gus,gus
gambling,hazard
respond,reagowaæ
thirty,trzydzieœci
procedure,procedura
absolute,absolutny
investigate,prowadziæ œledztwo
tragedy,tragedia
stable,stabilny
session,sesja
capture,zdobyæ
marrying,poœlubienie
ripped,podarte
attacks,ataki
stretch,rozci¹gaæ siê
bush,krzak
dates,daktyle
unable,niezdolny
gates,bramy
mars,mars
artists,artyœci
increase,zwiêkszaæ
tastes,smak
cared,dba³
bottles,butelki
highest,najwy¿szy
whirring,whirring
meanwhile,w miêdzyczasie
nate,nate
grabbed,chwyci³a
pigs,wieprzowy
chop,siekaæ
olivia,olivia
wheels,ko³a
shocked,wstrz¹œniêty
reverend,czcigodny
commercial,reklama w telewizji
escort,eskorta
engagement,zarêczyny
corpse,zw³oki
louise,louise
worthy,godny
scale,skala
beats,beats
williams,williams
threatening,groŸny
exists,istnieje
academy,akademia
acts,dzieje
hop,chmiel
judges,sêdziowie
furniture,meble
shared,wspólny
ralph,ralph
consequences,konsekwencje
engineer,in¿ynier
schools,szko³y
softly,delikatnie
bombs,bomby
caroline,karolina
shark,rekin
transport,transport
population,populacja
succeed,odnieœæ sukces
creepy,dziwny
sneak,skradaæ siê
studies,studia
destruction,zniszczenie
keith,keith
protected,chroniony
monsters,potwory
joining,³¹cz¹cy
punished,ukarany
lightning,b³yskawica
malcolm,malcolm
shell,pow³oka
fascinating,fascynuj¹cy
chamber,izba
ethan,ethan
romance,romans
instance,instancja
jumping,skoki
groups,grupy
exhausted,wyczerpany
testify,œwiadczyæ
studied,badane
walker,piechur
pin,szpilka
imagined,wyobra¿one
drill,wiertarka
investigating,dochodzenie
ye,cz³ek
experienced,doœwiadczony
elena,elena
necklace,naszyjnik
loyalty,lojalnoœæ
junk,graty
cole,kapusta
cries,p³acz
stanley,stanley
rita,rita
southern,po³udniowy
blocks,bloki
emotions,emocje
begun,zacz¹³
maya,maya
liver,w¹troba
serving,porcja
matches,mecze
surgeon,chirurg
granted,nadany
jazz,jazz
july,lipiec
supplies,zaopatrzenie
deeper,g³êbiej
typical,typowy
kicking,kopanie
obey,byæ pos³usznym
dancer,tancerz
remote,zdalny
daughters,córki
moron,kretyn
latin,³acina
teachers,nauczyciele
toby,toby
sandy,piaszczysty
dragged,przeci¹gniête
strategy,strategia
parent,rodzic
jin,jin
album,album
compared,porównywany
rubbish,œmieci
helpful,pomocny
powder,proszek
sync,synchronizacja
bum,ty³ek
passes,karnety
joan,joan
fort,fort
choices,wybory
alley,aleja
supper,kolacja
penis,penis
alibi,alibi
sammy,sammy
pole,polak
coke,koks
scientist,naukowiec
fighter,wojownik
highway,autostrada
blade,ostrze
alpha,alfa
diet,dieta
liquor,trunek
jet,strumieñ
widow,wdowa
liberty,wolnoœæ
philip,philip
moral,mora³
carrie,carrie
award,nagroda
grief,¿a³oœæ
thirsty,spragniony
ashley,ashley
random,losowy
suspects,podejrzani
intention,zamiar
julian,juliañski
active,aktywny
tools,narzêdzia
driven,napêdzany
trauma,uraz
headache,ból g³owy
safely,bezpiecznie
alexander,aleksander
knee,kolano
lads,ch³opaki
novel,powieœæ
conversations,rozmowy
waters,fale
lookin,wygl¹d
invisible,niewidzialny
internal,wewnêtrzny
peaceful,spokojna
humming,brzêcz¹cy
washed,umyty
drives,drives
talented,utalentowany
li,li
aid,pomoc
elephant,s³oñ
troubles,k³opoty
core,rdzeñ
serial,seryjny
s-,s-
painted,namalowany
the,.
divine,boska
jam,d¿em
goat,koza
opera,opera
thieves,z³odzieje
guessing,zgadnij
objection,sprzeciw
whiskey,whisky
florida,floryda
resistance,opór
dressing,ubieranie siê
attached,przywi¹zany
aaron,aaron
brief,krótki
punish,karaæ
eternal,wieczny
lois,lois
and,oraz
required,wymagany
victoria,wiktoria
fabulous,wspania³y
twins,bliŸniêta
characters,postacie
cooked,gotowany
ln,ln
ruth,litoœæ
dreamed,marzy³em
arts,sztuka
naughty,niegrzeczny
stabbed,dŸgniêty
tend,mieæ sk³onnoœci
diane,diane
tap,uzyskiwaæ
soap,myd³o
locker,szafka
development,rozwój
images,obrazy
prick,uk³ucie
global,œwiatowy
string,strunowy
bitter,gorzki
sharing,dzielenie siê
corn,kukurydza
craig,craig
fits,pasuje
tent,namiot
forms,formy
votes,g³osy
harold,harold
propose,zaproponowaæ
monica,monica
constantly,stale
granny,babunia
nicely,³adnie
nerves,nerwowoœæ
arguing,k³ótnia
abuse,nadu¿ywaæ
relatives,krewni
survival,przetrwanie
gloves,rêkawice
tracking,œledzenie
zoe,zoe
u,u
bend,schylaæ siê
review,recenzja
connect,³¹czyæ
separated,rozdzielony
elder,starszy
beard,broda
admiral,admira³
diana,diana
salary,pensja
areas,obszary
disturb,przeszkadzaæ
pro,zawodowiec
maintain,utrzymywaæ
solved,rozwi¹zany
wealth,bogactwo
bitches,suki
possession,posiadanie
sang,œpiewa³
gimme,dawaj
plates,talerze
shoulders,ramiona
burnt,spalony
recorded,nagrany
upper,górny
counts,liczy
tale,opowieœæ
profit,zysk
colleague,kolega z pracy
warehouse,magazyn
hostage,zak³adnik
shore,wybrze¿e
porn,porno
miami,miami
fifteen,piêtnaœcie
visitors,goœcie
bo,bo
net,internet
insult,zniewaga
owen,piekarnik
cities,miasta
causing,spowodowanie
lemon,cytrynowy
heal,leczyæ
banging,walka
honeymoon,miesi¹c miodowy
appeal,odwo³anie
marshall,marshall
critical,krytyczny
creating,tworzenie
scotland,szkocja
crane,dŸwig
enormous,ogromny
testimony,œwiadectwo
praise,pochwa³a
fights,walki
indians,hindusi
commission,zamawiaæ
growls,warczy
nicole,nicole
sins,grzechy
fraud,oszustwo
branch,oddzia³
happily,szczêœliwie
bout,atak
covering,pokrycie
occurred,wyst¹pi³
beans,fasolki
raw,surowe
muscle,miêsieñ
pages,strony
tense,napiêty
relationships,relacje
management,kierownictwo
assignment,zadanie
blonde,blond
catching,uchwyt
exposed,nara¿ony
canada,kanada
dont,dont
han,han
von,von
comedy,komedia
marco,marco
stroke,uderzenie
whistling,gwizdanie
buildings,budynki
shaking,dr¿¹cy
p.m.,po po³udniu
facility,obiekt
appropriate,w³aœciwy
remarkable,niezwyk³y
transferred,przeniesiony
drawn,poci¹gniêty
tits,cycki
clicking,klikniêcie
symbol,symbol
motor,silnik
employees,pracownicy
ambassador,ambasador
mothers,matki
pile,stos
feeding,karmienie
soda,soda
checks,czeki
bears,niedŸwiedzie
cookies,ciasteczka
slut,chlapa
awfully,strasznie
stepped,stopiono
toys,zabawki
levels,poziomy
differently,ró¿nie
magnificent,wspania³y
steak,stek
tube,rura
leaders,przywódcy
superior,znakomity
herr,herr
pan,patelnia
expression,wyra¿enie
currently,w tej chwili
throne,tron
deadly,œmiertelnie
bee,pszczo³a
tooth,z¹b
depressed,w depresji
potatoes,ziemniaki
wicked,niegodziwy
resources,surowce
native,rodzinny
centuries,wieki
karl,karl
poetry,poezja
multiple,wiele
cable,kabel
shortly,wkrótce
buzz,brzêczeæ
socks,skarpety
fingerprints,odciski palców
goddess,bogini
chin,podbródek
anxious,niespokojny
september,wrzesieñ
colors,zabarwienie
basketball,koszykówka
promises,obietnice
explained,wyjaœniono
appearance,wygl¹d zewnêtrzny
musical,musical
sends,wysy³a
slide,slajd
aii,aii
shawn,shawn
ultimate,ostateczny
pork,miêso wieprzowe
communication,komunikacja
payment,zap³ata
structure,struktura
paperwork,papierkowa robota
obsessed,obsesja
lazy,leniwy
russians,rosjanie
actors,aktorzy
squeeze,œciskaæ
magical,magiczny
colleagues,koledzy
admire,podziwiaæ
madness,szaleñstwo
roads,drogi
entry,wejœcie
injury,uraz
burden,ciê¿ar
racing,wyœcigi
manner,sposób
freezing,zamra¿anie
bits,bity
norman,norman
mount,uchwyt
battery,bateria
dessert,deser
pound,funt
visited,odwiedzone
motel,motel
rumbling,dudnienie
cinema,kino
fond,czu³y
halfway,w po³owie drogi
rifle,karabin
reception,przyjêcie
statue,statua
fridge,lodówka
brick,ceg³a
abandon,opuœciæ
lap,okr¹¿enie
natalie,natalie
wars,wojny
recommend,poleciæ
brush,szczotka
nelson,nelson
pill,pigu³ka
concept,pojêcie
w,w
delay,opóŸnienie
quarters,mieszkanie
korea,korea
janet,janet
rub,pocieraæ
mall,centrum handlowe
soil,gleba
complaint,skarga
sail,¿agiel
baker,piekarz
coughs,kaszel
bucket,wiaderko
description,opis
badge,odznaka
measure,mierzyæ
hip,biodro
function,funkcjonowaæ
indistinctly,niewyraŸnie
harris,harris
foundation,fundacja
labor,praca
willie,willie
waiter,kelner
homeless,bezdomny
proved,udowodnione
unfortunate,niefortunny
log,dziennik
meetings,spotkania
giggles,chichot
combat,walka
poem,wiersz
polish,polskie
handed,wrêczone
mia,mia
weed,chwast
raymond,raymond
tons,mnóstwo
satellite,satelita
jersey,golf
eagle,orze³
privacy,prywatnoœæ
chapter,rozdzia³
treating,leczenie
wisdom,m¹droœæ
flip,trzepniêcie
entering,wstêpowanie
barn,stodo³a
farmer,rolnik
clan,klan
budget,bud¿et
pub,pub
temporary,tymczasowy
effective,skuteczny
sonny,synek
wendy,wendy
juan,juan
lamb,owieczka
plot,intrygowaæ
riley,riley
proposal,wniosek
sticks,patyki
searched,przeszukane
blessing,b³ogos³awieñstwo
rage,wœciek³oœæ
bothered,przeszkadza³o
sydney,sydnej
basis,podstawa
manners,maniery
recover,wyzdrowieæ
twist,skrêcaæ
neil,neil
leak,przeciek
item,przedmiot
catholic,katolicki
sighing,wzdychanie
retired,na emeryturze
kings,królowie
inner,wewnêtrzny
cents,centy
affect,wp³yn¹æ
forbidden,zabroniony
patch,³ata
drops,krople
necessarily,koniecznie
provided,pod warunkiem, ¿e
meters,metry
booked,zarezerwowane
returns,zwroty
gloria,gloria
fires,po¿ary
humor,humor
torn,rozdarty
e-mail,e-mail
rocky,skalisty
introduced,wprowadzone
creative,twórczy
betray,zdradzaæ
soviet,radziecki
various,ró¿norodny
added,dodany
discovery,odkrycie
cowboy,kowboj
suspected,podejrzewane
suggested,zasugerowa³
delighted,zachwycony
sticking,klej¹cy
dive,nurkowaæ
shane,shane
radar,radar
prosecutor,prokurator
amber,bursztyn
vast,rozleg³y
quinn,quinn
owned,w³asnoœæ
cookie,ciastko
finest,najlepsza
felix,felix
pump,pompa
valentine,cicha sympatia
counter,licznik
sorts,sorts
coin,moneta
warren,królikarnia
slaves,niewolnicy
marine,morski
illness,choroba
sack,worek
bid,oferta
require,wymagaæ
moscow,moskwa
largest,najwiêkszy
washing,mycie
achieve,osi¹gn¹æ
causes,powoduje
k,k
mo,mo
dope,narkotyk
nest,gniazdo
palm,palma
logan,logan
constant,sta³y
b.,b.
boo,gwizd
medication,lek
gravity,powaga
booze,gorza³ka
noah,noah
evan,evan
abroad,za granic¹
christine,christine
rising,rosn¹cy
analysis,analiza
cuts,ciêcia
eats,jedzenie
employee,pracownik
vodka,wódka
damaged,uszkodzony
solar,s³oneczny
height,wzrost
pops,wyskakuje
yards,jardy
terrified,przera¿ony
suitcase,walizka
chemical,chemiczny
preparing,przygotowanie
advanced,zaawansowane
fund,fundusz
wears,nosi
chirping,æwierkanie
web,sieæ
phase,faza
prom,bal studencki
suggesting,sugestia
fleet,flota
lame,kiepski
irish,irlandczyk
editor,redaktor
october,paŸdziernik
assumed,przypuszczalny
whip,bicz
mel,mel
region,region
amongst,wœród
temper,hartowaæ
discussion,dyskusja
engines,silniki
operate,obs³ugiwaæ
sunshine,œwiat³o s³oneczne
acted,dzia³a³
undercover,tajny
horror,przera¿enie
tested,przetestowany
smash,rozbiæ
contrary,przeciwnie
roses,ró¿e
poker,poker
wrapped,owiniêty
korean,koreañski
graham,graham
mi,mi
fu,fu
ivan,ivan
focused,skupione
liam,liam
tragic,tragiczny
carla,carla
demons,demony
rounds,rundy
entertainment,zabawa
gathered,zebrane
uhh,uhh
yells,krzyczy
lincoln,lincoln
crossing,przejœcie
blanket,koc
nut,orzech
travis,travis
pockets,kieszenie
limited,ograniczony
paintings,obrazy
sober,trzeŸwy
caesar,cezar
sis,siostra
intended,przeznaczony
niece,siostrzenica
computers,komputery
tennis,tenis ziemny
needle,ig³a
chicks,pisklêta
traditional,tradycyjny
delicate,delikatny
independent,niezale¿ny
leslie,leslie
lauren,lauren
grandson,wnuk
repair,naprawa
a.,a.
brandon,brandon
executive,wykonawczy
colin,colin
recognized,rozpoznane
holmes,holmes
regarding,je¿eli chodzi o
weakness,s³aboœæ
aliens,kosmici
gunshots,strza³y z broni palnej
european,europejski
method,metoda
tool,narzêdzie
demands,wymagania
permit,pozwoliæ
towel,rêcznik
daisy,stokrotka
nowadays,dzisiaj
spider,paj¹k
northern,pó³nocny
rangers,stra¿nicy
zoo,ogród zoologiczny
praying,modl¹c siê
antonio,antonio
passengers,pasa¿erowie
con,kon
australia,australia
technique,technika
cellphone,komórka
gently,³agodnie
operations,operacje
planes,samoloty
bunny,królik
gunfire,obstrza³
shining,œwiec¹cy
backwards,wstecz
skill,umiejêtnoœæ
uh-,uh-
baron,baron
kidnapping,porwanie
iike,ja
marshal,marsza³ek
petty,drobiazgowy
sealed,zapieczêtowany
massage,masa¿
raising,wychowywanie
menu,menu
diary,dziennik
fucker,skurwieñ
wagon,wóz
audition,przes³uchanie
mitch,mitch
mexican,meksykañskie
casino,kasyno
bacon,boczek
diego,diego
dutch,holenderski
promotion,awans
click,kliknij
forgiveness,przebaczenie
burst,pêkaæ
permanent,sta³y
interfere,ingerowaæ
chanting,œpiew
dammit,cholera
spencer,spencer
recovered,odzyskany
registered,zarejestrowany
sunny,s³oneczny
packing,uszczelka
scenes,sceny
superman,nadcz³owiek
questioning,pytaj¹cy
unfair,niesprawiedliwy
admitted,przyzna³
ancestors,przodkowie
polite,grzeczny
completed,zakoñczony
swallow,³yk
conduct,przeprowadziæ
prayers,mod³y
sheet,arkusz
fried,sma¿ony
avenue,aleja
poisoned,zatruty
reverse,odwróciæ
newspapers,gazety
ford,bród
complaining,narzekanie
senses,rozs¹dek
investment,inwestycja
absurd,absurdalny
potato,ziemniak
understands,rozumie
grows,roœnie
inspired,natchniony
ruby,rubin
celebrating,œwiêtowanie
tag,etykietka
ram,baran
requires,wymaga
bonnie,bonnie
bugs,b³êdy
leonard,leonard
elliot,elliot
hooked,haczykowaty
jill,jill
ranch,ranczo
safer,bezpieczniejsze
worn,noszony
crashing,awaria
lands,ziemie
heather,wrzos
ash,popió³
leather,skórzany
grounds,fusy
assuming,zarozumia³y
nails,paznokcie
dana,dana
conspiracy,spisek
thanksgiving,œwiêto dziêkczynienia
pierre,pierre
guardian,opiekun
rumors,plotki
yen,jen
megan,megan
ashes,proch
terror,terror
misunderstanding,nieporozumienie
tire,opona
boats,³odzie
parade,parada
halt,postój
immunity,odpornoœæ
adults,doroœli ludzie
steam,parowy
kang,kang
closely,dok³adnie
pearl,per³a
soccer,pi³ka no¿na
adrian,adrian
priority,priorytet
shouts,krzyki
donald,donald
happier,szczêœliwszy
khan,chan
struggling,zmagaj¹cy siê
root,Ÿród³o
larger,wiêkszy
november,listopad
boot,uruchomiæ
conflict,konflikt
laughed,zaœmia³ siê
debbie,debbie
cherry,wiœnia
honking,honing
concerns,obawy
celebration,uroczystoœæ
sore,obola³y
unconscious,nieœwiadomy
cattle,byd³o
breasts,piersi
fairly,raczej
fee,op³ata
recognise,rozpoznaæ
wade,przebrn¹æ
radiation,promieniowanie
holidays,wakacje
raining,deszcz
forgetting,zapominanie
lungs,p³uca
register,zarejestruj siê
shadows,cienie
specifically,konkretnie
sarge,sarge
ideal,idea³
turtle,¿ó³w
spoil,zepsuæ
deserved,zas³u¿ony
ronnie,ronnie
gina,gina
candidate,kandydat
lance,lanca
types,typy
bloke,facet
explode,eksplodowaæ
immediate,natychmiastowy
belonged,nale¿a³
identified,zidentyfikowane
di,di
hunger,g³ód
closest,najbli¿szy
combination,po³¹czenie
nanny,niania
seth,seth
gabriel,gabriel
develop,rozwijaæ
detectives,detektywi
severe,ciê¿ki : silny
en,en
organized,zorganizowany
franklin,franklin
gut,jelito
splendid,znakomity
dismissed,zwolniony
pm,po po³udniu
yang,yang
halloween,halloween
ellie,ellie
vulnerable,wra¿liwy
continued,nieprzerwany
vital,niezbêdny
comrades,towarzysze
bureau,biuro
drawer,szuflada
harper,harfiarka
retreat,wycofaæ siê
carson,carson
benny,benny
pillow,poduszka
troy,troy
ace,as
cart,wózek
nap,drzemka
chan,chan
ham,szynka
announce,og³osiæ
borrowed,po¿yczone
parked,zaparkowany
galaxy,galaktyka
voted,g³osowa³
muffled,st³umiony
sebastian,sebastian
mmm-hmm,mmm-hmm
jewelry,bi¿uteria
kisses,poca³unki
luggage,baga¿
groom,pan m³ody
oops,ups
lighter,zapalniczka
masters,mistrzowie
alliance,sojusz
buddies,kumple
clothing,odzie¿
denied,zaprzeczony
drown,utopiæ
alike,zarówno
excellency,ekscelencja
relative,wzglêdny
photographs,fotografie
burger,burger
dough,ciasto
alicia,alicia
wreck,wrak
approve,zatwierdziæ
produced,wytworzony
christina,christina
physically,fizycznie
stations,stacje
eli,eli
samantha,samantha
spiritual,duchowy
sire,rozp³odnik
roaring,ryk
stab,zasztyletowaæ
inch,cal
servants,s³u¿¹cy
limits,limity
unexpected,nieoczekiwany
arrival,przyjazd
whimpering,skomlanie
basket,kosz
sheets,poœciel
scandal,skandal
stink,smród
homer,homer
tara,tara
christopher,krzysztof
toes,palce u nóg
t-,t-
shield,tarcza
shooter,strzelec
instant,natychmiastowy
objects,obiekty
rehearsal,powtórka
disturbing,niepokoj¹cy
directed,skierowany
scan,skanowanie
electronic,elektroniczny
republic,republika
overnight,nocny
counsel,rada
sirens,syren
dorothy,dorota
bait,przynêta
dignity,godnoœæ
explains,wyjaœnia
lean,pochylaæ siê
heroin,heroina
tracy,tracy
rex,rex
barney,barney
gossip,plotki
humble,pokorny
economy,gospodarka
worlds,œwiaty
impress,imponowaæ
clara,clara
tissue,papierowa chusteczka
threaten,zagroziæ
et,et
bump,uderzenie
supreme,najwy¿szy
bingo,bingo
mitchell,mitchell
excitement,podniecenie
mankind,ludzkoœæ
document,dokument
broad,szeroki
vietnam,wietnam
vessel,naczynie
lit,oœwietlony
dale,do³ek
killers,zabójcy
connor,connor
mario,mario
foul,faul
stare,gapiæ siê
deaths,zgony
hut,chata
elements,elementy
coma,œpi¹czka
laying,noœny
coffin,trumna
paula,paula
cocaine,kokaina
puppy,szczeniak
louder,g³oœniejszy
handled,obs³ugiwane
announcement,og³oszenie
oath,przysiêga
mob,t³um
cotton,bawe³na
deposit,kaucja
taxes,podatki
injuries,obra¿enia
jen,jen
autopsy,autopsja
advise,radziæ
gig,koncert
lecture,wyk³ad
posted,opublikowany
skinny,chudy
lo,lo
include,w³¹czaæ
revealed,ujawni³
infected,zainfekowany
relieved,odci¹¿ony
assistance,wsparcie
solo,solo
determine,okreœlaæ
terrorists,terroryœci
elsewhere,gdzie indziej
lamp,lampa
practical,praktyczny
marked,wyraŸny
adorable,uroczy
rubber,guma
purple,fioletowy
operating,operacyjny
suite,zestaw
apologies,przeprosiny
personnel,personel
beam,belka
poet,poeta
samples,próbki
arrow,strza³ka
counselor,doradca
carpet,dywan
allen,allen
audrey,audrey
spotted,cêtkowany
floating,ruchomy
corrected,poprawione
located,usytuowany
journalist,dziennikarz
insisted,nalega³
operator,operator
rely,polegaæ
singh,singh
fooled,oszukany
arrives,przybywa
i.d.,id.
leon,leon
walt,walt
eastern,wschodni
ay,tak
shave,goliæ
remaining,pozosta³y
toss,podrzucenie
anderson,anderson
35612,warga. 97
acid,kwas
nora,nora
si,si
december,grudzieñ
anonymous,anonimowy
inn,zajazd
planted,posadzony
oldest,najstarszy
breast,pierœ
sixth,szósty
error,b³¹d
reporting,raportowanie
egypt,egipt
islands,wyspy
brother-in-law,szwagier
jules,jules
roommate,wspó³lokator
sings,œpiewa
scum,szumowiny
visitor,goœæ
giggling,chichotanie
described,opisane
geez,rany
inches,cale
commitment,zaanga¿owanie
hercules,hercules
react,reagowaæ
cows,krowy
protest,protest
misery,nieszczêœcie
theft,kradzie¿
embrace,uœcisk
darn,cerowaæ
harsh,szorstki
andrea,andrea
communicate,komunikowaæ siê
fathers,ojcowie
faithful,wierny
hector,zabijaka
uh-uh,uh-uh
flame,p³omieñ
medal,medal
silk,jedwab
photographer,fotograf
trevor,trevor
cemetery,cmentarz
rear,ty³
freddy,freddy
banana,banan
allison,allison
emotion,emocja
chap,facet
dated,przestarza³y
excuses,wymawianie siê
shitty,shitty
bin,kosz
jew,¿yd
gum,guma
crushed,zgnieciony
efforts,starania
content,zawartoœæ
corporal,kapral
realised,realizowany
del,del
rap,kuks
hopeless,beznadziejny
debate,debata
era,era
luckily,na szczêœcie
ton,tona
liquid,p³yn
swell,puchn¹æ
peggy,peggy
feast,uczta
murphy,murphy
attracted,przyci¹gniêty
application,aplikacja
profession,zawód
bench,³awka
vanessa,vanessa
ahem,ahem
symptoms,objawy
scout,zwiadowca
crashed,rozbi³ siê
keen,chêtny
aircraft,samolot
formed,uformowane
hon,hon
aggressive,agresywny
pale,blady
significant,istotne
duncan,duncan
clubs,kluby
visual,wizualny
embassy,ambasada
defence,obrona
cabinet,gabinet
display,wyœwietlacz
fame,s³awa
gibbs,gibbs
drowned,uton¹³
wolves,wilki
filming,filmowanie
dunno,dunno
cursed,przeklêty
twin,bliŸniak
sorrow,smutek
vault,sklepienie
defeated,pokonany
watson,watson
quote,cytat
penalty,rzut karny
bargain,okazja
pepper,pieprz
speaker,g³oœnik
compare,porównywaæ
satan,szatan
helmet,kask
scar,blizna
copies,kopie
fuss,zamieszanie
envelope,koperta
perry,wino z gruszek
stinks,œmierdzi
african,afrykanin
arrangements,przygotowania
wished,¿yczy³em
honored,zaszczycony
believing,wierz¹c
discussed,omówione
assigned,przydzielony
rosa,rosa
oven,piekarnik
jenna,jenna
attacking,napadaj¹cy
tin,cyna
sonic,dŸwiêkowy
collar,ko³nierz
mere,sam
romeo,romeo
belief,wiara
storage,magazynowanie
rusty,zardzewia³y
psycho,psycho
climbing,wspinaczka
melissa,melisa
fears,obawy
sum,suma
dedicated,dedykowane
ladder,drabina
alternative,alternatywny
raid,nalot
dining,jadalnia
ms,sm
corporate,zbiorowy
folk,ludowy
jon,jon
replaced,zast¹piony
bailey,bailey
un,un
heels,obcasy
duties,obowi¹zki
smarter,m¹drzejszy
existed,istnia³
surprising,zaskakuj¹cy
chess,szachy
requested,wymagany
cruise,rejs
primary,podstawowy
rhythm,rytm
drum,bêben
models,modele
motorcycle,motocykl
adopted,przyjêty
barrel,beczka
cargo,³adunek
planets,planety
shove,pchniêcie
wha,co
surprises,niespodzianki
rosie,rosie
dings,dings
trailer,przyczepa
cannon,armata
tables,tabele
arse,ty³ek
ally,sprzymierzyæ
lawrence,lawrence
